Branch_ID,Region,Date,Cash_Deposits,Cash_Withdrawals,Opening_Balance,Closing_Balance,Cash_Shortage_Flag
B46,South,2027-08-20,159767.0,315381.0,259567.0,103953,0
B34,West,2027-08-21,483961.0,,509150.0,639381,0
B33,North,2027-08-22,67241.0,321396.0,437778.0,183623,0
B23,West,2027-08-23,102975.0,443923.0,341758.0,810,1
B28,East,2027-08-24,204226.0,205278.0,785894.0,784842,0
B32,South,2027-08-25,468841.0,43543.0,481035.0,906333,0
B50,South,2027-08-26,488166.0,215207.0,645331.0,918290,0
B7,East,2027-08-27,106396.0,,449465.0,268320,0
B29,West,2027-08-28,168920.0,144647.0,424589.0,448862,0
B8,North,2027-08-29,456547.0,75031.0,738314.0,1119830,0
B1,East,2027-08-30,244999.0,214001.0,482566.0,513564,0
B3,East,2027-08-31,136226.0,367891.0,495625.0,263960,0
B24,West,2027-09-01,134719.0,357455.0,452771.0,230035,0
B23,South,2027-09-02,113014.0,,258031.0,94642,1
B8,West,2027-09-03,,105867.0,554398.0,537877,0
B47,East,2027-09-04,120411.0,128780.0,792520.0,784151,0
B37,East,2027-09-05,235550.0,97196.0,542368.0,680722,0
B3,South,2027-09-06,193326.0,113705.0,616673.0,696294,0
B33,South,2027-09-07,236806.0,360038.0,663788.0,540556,0
B28,South,2027-09-08,471837.0,389784.0,287695.0,369748,0
B47,West,2027-09-09,388585.0,316735.0,330066.0,401916,0
B8,South,2027-09-10,96121.0,137247.0,338982.0,297856,0
B34,East,2027-09-11,262490.0,219965.0,464837.0,507362,0
B35,East,2027-09-12,372341.0,40727.0,753098.0,1084712,0
B32,North,2027-09-13,134577.0,83822.0,744380.0,795135,0
B24,West,2027-09-14,406778.0,405543.0,681995.0,683230,0
B14,North,2027-09-15,299106.0,152113.0,782393.0,929386,0
B32,East,2027-09-16,485647.0,,404300.0,630341,0
B46,North,2027-09-17,412355.0,432575.0,490699.0,470479,0
B43,East,2027-09-18,185909.0,444145.0,796222.0,537986,0
B16,North,2027-09-19,492210.0,430732.0,797076.0,858554,0
B4,South,2027-09-20,455831.0,100091.0,605041.0,960781,0
B37,North,2027-09-21,51466.0,194591.0,684003.0,540878,0
B21,South,2027-09-22,342915.0,245603.0,695707.0,793019,0
B14,South,2027-09-23,396030.0,396336.0,355223.0,354917,0
B31,West,2027-09-24,378055.0,219006.0,724324.0,883373,0
B48,South,2027-09-25,279638.0,412949.0,556092.0,422781,0
B18,South,2027-09-26,463962.0,199912.0,763339.0,1027389,0
B7,North,2027-09-27,138422.0,420233.0,691513.0,409702,0
B10,East,2027-09-28,385513.0,129367.0,280738.0,536884,0
B7,West,2027-09-29,314037.0,,535740.0,796512,0
B33,South,2027-09-30,342717.0,438640.0,784359.0,688436,0
B23,West,2027-10-01,146907.0,119622.0,330613.0,357898,0
B21,North,2027-10-02,484090.0,,273601.0,557432,0
B19,South,2027-10-03,258434.0,338073.0,229873.0,150234,0
B48,North,2027-10-04,412100.0,364036.0,271468.0,319532,0
B19,West,2027-10-05,268532.0,191611.0,208328.0,285249,0
B36,North,2027-10-06,308093.0,358774.0,337405.0,286724,0
B29,West,2027-10-07,430724.0,261711.0,321173.0,490186,0
B18,North,2027-10-08,476583.0,442431.0,246638.0,280790,0
B2,West,2027-10-09,202271.0,210457.0,401675.0,393489,0
B1,East,2027-10-10,403548.0,,313920.0,546443,0
B47,North,2027-10-11,255400.0,127580.0,610261.0,738081,0
B5,North,2027-10-12,369868.0,379606.0,,626248,0
B20,East,2027-10-13,398277.0,153396.0,207887.0,452768,0
B11,East,2027-10-14,,,224918.0,43214,1
B42,North,2027-10-15,279304.0,135310.0,555706.0,699700,0
B2,East,2027-10-16,65989.0,196080.0,474073.0,343982,0
B3,South,2027-10-17,341075.0,351072.0,706508.0,696511,0
B23,West,2027-10-18,321434.0,254168.0,720337.0,787603,0
B12,West,2027-10-19,481583.0,129876.0,578710.0,930417,0
B20,West,2027-10-20,171136.0,64976.0,490690.0,596850,0
B5,South,2027-10-21,392022.0,285014.0,409496.0,516504,0
B37,East,2027-10-22,,427128.0,627499.0,602992,0
B38,East,2027-10-23,257370.0,198698.0,671386.0,730058,0
B30,North,2027-10-24,176299.0,400400.0,508710.0,284609,0
B9,East,2027-10-25,211205.0,402681.0,547608.0,356132,0
B34,North,2027-10-26,293688.0,230861.0,328279.0,391106,0
B44,South,2027-10-27,155686.0,437916.0,281991.0,-239,1
B35,West,2027-10-28,470268.0,,554824.0,875761,0
B22,West,2027-10-29,419430.0,234717.0,490157.0,674870,0
B44,West,2027-10-30,352619.0,291666.0,252132.0,313085,0
B24,East,2027-10-31,132666.0,309670.0,455069.0,278065,0
B17,North,2027-11-01,408766.0,143863.0,685714.0,950617,0
B10,North,2027-11-02,238728.0,239121.0,291627.0,291234,0
B30,South,2027-11-03,185705.0,375510.0,322772.0,132967,0
B46,East,2027-11-04,460520.0,96096.0,429415.0,793839,0
B23,South,2027-11-05,157573.0,178982.0,713277.0,691868,0
B32,North,2027-11-06,,373329.0,459013.0,364576,0
B17,North,2027-11-07,358690.0,90248.0,617165.0,885607,0
B50,West,2027-11-08,319152.0,245728.0,216116.0,289540,0
B17,East,2027-11-09,360435.0,435167.0,775657.0,700925,0
B14,North,2027-11-10,208477.0,119888.0,433982.0,522571,0
B9,West,2027-11-11,298141.0,246354.0,405383.0,457170,0
B40,East,2027-11-12,348530.0,280346.0,491799.0,559983,0
B2,South,2027-11-13,140909.0,,388874.0,395250,0
B45,East,2027-11-14,201899.0,81954.0,771920.0,891865,0
B25,East,2027-11-15,345184.0,,411284.0,364605,0
B39,North,2027-11-16,110354.0,179876.0,636441.0,566919,0
B9,North,2027-11-17,390687.0,263777.0,391082.0,517992,0
B22,East,2027-11-18,68157.0,302739.0,,179225,0
B43,North,2027-11-19,85315.0,,396523.0,150102,0
B46,North,2027-11-20,,80643.0,673818.0,941251,0
B4,North,2027-11-21,464380.0,294793.0,481039.0,650626,0
B26,West,2027-11-22,195486.0,364809.0,435892.0,266569,0
B29,West,2027-11-23,308669.0,308116.0,442718.0,443271,0
B45,East,2027-11-24,457543.0,318026.0,747374.0,886891,0
B34,North,2027-11-25,426024.0,237466.0,285637.0,474195,0
B23,West,2027-11-26,182018.0,194841.0,675243.0,662420,0
B37,East,2027-11-27,326837.0,65020.0,569478.0,831295,0
B11,North,2027-11-28,339385.0,404765.0,787371.0,721991,0
B6,South,2027-11-29,427338.0,387518.0,295028.0,334848,0
B18,North,2027-11-30,145790.0,84912.0,462399.0,523277,0
B21,North,2027-12-01,458756.0,52879.0,,1121029,0
B42,West,2027-12-02,122255.0,73798.0,407627.0,456084,0
B36,East,2027-12-03,245829.0,147791.0,739775.0,837813,0
B41,East,2027-12-04,222275.0,217145.0,700549.0,705679,0
B38,West,2027-12-05,468297.0,377935.0,743634.0,833996,0
B34,North,2027-12-06,242933.0,369127.0,470888.0,344694,0
B17,South,2027-12-07,311439.0,173922.0,617972.0,755489,0
B37,North,2027-12-08,,199472.0,261596.0,123474,0
B25,North,2027-12-09,236584.0,314097.0,581784.0,504271,0
B38,South,2027-12-10,368953.0,146410.0,377175.0,599718,0
B12,West,2027-12-11,151894.0,165155.0,353048.0,339787,0
B23,East,2027-12-12,409701.0,194607.0,593807.0,808901,0
B42,West,2027-12-13,486048.0,246608.0,206277.0,445717,0
B22,West,2027-12-14,471585.0,292712.0,333332.0,512205,0
B21,North,2027-12-15,81728.0,383173.0,440515.0,139070,0
B27,East,2027-12-16,329720.0,44055.0,486885.0,772550,0
B31,East,2027-12-17,472217.0,340314.0,581864.0,713767,0
B6,West,2027-12-18,133384.0,269016.0,499355.0,363723,0
B27,South,2027-12-19,50390.0,278657.0,634758.0,406491,0
B40,West,2027-12-20,357580.0,402120.0,469013.0,424473,0
B34,South,2027-12-21,61569.0,330395.0,686834.0,418008,0
B12,East,2027-12-22,456245.0,437748.0,549760.0,568257,0
B45,West,2027-12-23,72490.0,175996.0,294515.0,191009,0
B7,North,2027-12-24,358019.0,88037.0,350494.0,620476,0
B10,West,2027-12-25,318011.0,132115.0,388088.0,573984,0
B45,East,2027-12-26,130820.0,380070.0,784398.0,535148,0
B17,North,2027-12-27,411659.0,110400.0,419601.0,720860,0
B26,North,2027-12-28,321265.0,139525.0,496177.0,677917,0
B21,South,2027-12-29,51539.0,403308.0,460705.0,108936,0
B28,North,2027-12-30,460243.0,263457.0,655209.0,851995,0
B46,North,2027-12-31,,264174.0,,388310,0
B2,West,2028-01-01,386373.0,,330842.0,535441,0
B43,East,2028-01-02,452137.0,408876.0,464418.0,507679,0
B1,South,2028-01-03,362579.0,55385.0,625031.0,932225,0
B36,West,2028-01-04,453526.0,311480.0,669234.0,811280,0
B26,North,2028-01-05,113965.0,367565.0,350033.0,96433,1
B29,North,2028-01-06,423192.0,76021.0,220044.0,567215,0
B21,South,2028-01-07,408588.0,436998.0,299372.0,270962,0
B11,East,2028-01-08,,157369.0,476850.0,701547,0
B40,South,2028-01-09,147799.0,260702.0,337046.0,224143,0
B11,West,2028-01-10,,89111.0,538608.0,593445,0
B36,South,2028-01-11,193314.0,129402.0,745501.0,809413,0
B49,North,2028-01-12,298099.0,159774.0,726238.0,864563,0
B39,West,2028-01-13,321091.0,293724.0,454043.0,481410,0
B40,North,2028-01-14,293322.0,,524888.0,562553,0
B35,East,2028-01-15,252538.0,344863.0,663026.0,570701,0
B34,North,2028-01-16,284778.0,267600.0,448966.0,466144,0
B47,North,2028-01-17,305821.0,220109.0,645292.0,731004,0
B24,South,2028-01-18,242888.0,165695.0,338117.0,415310,0
B22,North,2028-01-19,360929.0,174585.0,519767.0,706111,0
B5,West,2028-01-20,432107.0,286255.0,229714.0,375566,0
B33,West,2028-01-21,312651.0,184407.0,571427.0,699671,0
B36,East,2028-01-22,208223.0,215212.0,470706.0,463717,0
B47,West,2028-01-23,61618.0,144126.0,517192.0,434684,0
B20,South,2028-01-24,386430.0,251445.0,555439.0,690424,0
B19,East,2028-01-25,328266.0,117658.0,212026.0,422634,0
B35,West,2028-01-26,188426.0,205912.0,306147.0,288661,0
B43,South,2028-01-27,421742.0,333151.0,755877.0,844468,0
B17,West,2028-01-28,474195.0,146833.0,488988.0,816350,0
B45,West,2028-01-29,136436.0,158637.0,552559.0,530358,0
B43,North,2028-01-30,260448.0,422865.0,408574.0,246157,0
B34,West,2028-01-31,495990.0,133220.0,414340.0,777110,0
B9,West,2028-02-01,186109.0,66393.0,254708.0,374424,0
B26,South,2028-02-02,78633.0,97480.0,,638294,0
B2,South,2028-02-03,336639.0,419387.0,795113.0,712365,0
B9,North,2028-02-04,376694.0,390434.0,775862.0,762122,0
B9,West,2028-02-05,262456.0,406407.0,547692.0,403741,0
B40,North,2028-02-06,348627.0,180179.0,612028.0,780476,0
B17,West,2028-02-07,425325.0,308137.0,432409.0,549597,0
B1,East,2028-02-08,346213.0,133650.0,788518.0,1001081,0
B25,East,2028-02-09,188442.0,274397.0,454451.0,368496,0
B43,North,2028-02-10,169873.0,419739.0,447174.0,197308,0
B40,North,2028-02-11,428987.0,92066.0,639844.0,976765,0
B42,North,2028-02-12,121947.0,413994.0,,127653,0
B25,South,2028-02-13,220205.0,345086.0,487249.0,362368,0
B39,South,2028-02-14,277107.0,56138.0,714539.0,935508,0
B35,South,2028-02-15,145761.0,158558.0,531301.0,518504,0
B3,North,2028-02-16,425897.0,298480.0,625658.0,753075,0
B50,West,2028-02-17,443908.0,311334.0,549379.0,681953,0
B37,East,2028-02-18,78926.0,394403.0,464491.0,149014,0
B44,North,2028-02-19,,118422.0,348182.0,641686,0
B44,South,2028-02-20,154700.0,226770.0,393242.0,321172,0
B30,South,2028-02-21,386128.0,122315.0,655987.0,919800,0
B38,North,2028-02-22,486606.0,69086.0,324926.0,742446,0
B34,North,2028-02-23,,165604.0,281147.0,215136,0
B12,South,2028-02-24,387753.0,402958.0,510279.0,495074,0
B19,West,2028-02-25,55209.0,159324.0,743487.0,639372,0
B37,South,2028-02-26,176700.0,256682.0,383208.0,303226,0
B44,South,2028-02-27,449749.0,431065.0,629791.0,648475,0
B49,North,2028-02-28,136597.0,43435.0,420868.0,514030,0
B17,West,2028-02-29,319355.0,403649.0,320787.0,236493,0
B10,South,2028-03-01,59927.0,355475.0,314427.0,18879,1
B49,South,2028-03-02,258535.0,200014.0,348063.0,406584,0
B47,East,2028-03-03,167333.0,230707.0,420782.0,357408,0
B12,North,2028-03-04,205666.0,228629.0,688633.0,665670,0
B16,East,2028-03-05,255924.0,415601.0,325607.0,165930,0
B24,East,2028-03-06,258785.0,354533.0,279876.0,184128,0
B19,South,2028-03-07,388526.0,355158.0,692108.0,725476,0
B8,North,2028-03-08,189005.0,332441.0,367071.0,223635,0
B31,West,2028-03-09,153780.0,,655884.0,725774,0
B21,South,2028-03-10,90696.0,323466.0,662590.0,429820,0
B17,West,2028-03-11,246521.0,75739.0,660725.0,831507,0
B23,West,2028-03-12,379760.0,442935.0,443722.0,380547,0
B37,North,2028-03-13,449305.0,119553.0,696564.0,1026316,0
B16,East,2028-03-14,499764.0,48314.0,537927.0,989377,0
B6,North,2028-03-15,207195.0,133831.0,768728.0,842092,0
B8,West,2028-03-16,451013.0,377308.0,755943.0,829648,0
B25,South,2028-03-17,100013.0,409802.0,767327.0,457538,0
B18,West,2028-03-18,451562.0,379172.0,517399.0,589789,0
B25,South,2028-03-19,266486.0,338257.0,272219.0,200448,0
B12,South,2028-03-20,476888.0,157174.0,520739.0,840453,0
B15,North,2028-03-21,460869.0,186429.0,566042.0,840482,0
B26,West,2028-03-22,361700.0,269937.0,490515.0,582278,0
B41,East,2028-03-23,435867.0,60365.0,662574.0,1038076,0
B45,West,2028-03-24,289350.0,341173.0,,308127,0
B26,West,2028-03-25,76140.0,303881.0,367229.0,139488,0
B47,East,2028-03-26,313328.0,433186.0,205914.0,86056,1
B32,North,2028-03-27,477709.0,245704.0,414772.0,646777,0
B10,West,2028-03-28,487364.0,125474.0,489324.0,851214,0
B16,West,2028-03-29,205918.0,380362.0,427561.0,253117,0
B7,South,2028-03-30,161361.0,295678.0,387435.0,253118,0
B17,West,2028-03-31,203267.0,198571.0,620576.0,625272,0
B23,East,2028-04-01,317750.0,281099.0,762093.0,798744,0
B26,South,2028-04-02,447172.0,281474.0,606669.0,772367,0
B21,North,2028-04-03,66555.0,168692.0,326599.0,224462,0
B22,South,2028-04-04,140385.0,,390093.0,251976,0
B7,East,2028-04-05,461906.0,217229.0,274176.0,518853,0
B14,East,2028-04-06,370646.0,430555.0,294799.0,234890,0
B15,South,2028-04-07,305658.0,212106.0,288919.0,382471,0
B7,North,2028-04-08,,40294.0,379340.0,831111,0
B9,South,2028-04-09,207419.0,326740.0,231159.0,111838,0
B48,North,2028-04-10,279797.0,138185.0,242039.0,383651,0
B8,South,2028-04-11,153844.0,313578.0,247800.0,88066,1
B50,East,2028-04-12,141321.0,,502905.0,545844,0
B23,West,2028-04-13,,340242.0,679319.0,700277,0
B29,West,2028-04-14,244923.0,44655.0,318368.0,518636,0
B18,North,2028-04-15,148234.0,123029.0,318998.0,344203,0
B31,North,2028-04-16,277705.0,348372.0,441324.0,370657,0
B30,North,2028-04-17,251283.0,43771.0,709662.0,917174,0
B39,East,2028-04-18,353994.0,376243.0,,606334,0
B35,South,2028-04-19,339987.0,160811.0,713520.0,892696,0
B18,East,2028-04-20,374464.0,364401.0,522038.0,532101,0
B42,West,2028-04-21,79793.0,319702.0,433229.0,193320,0
B39,North,2028-04-22,482732.0,360580.0,261748.0,383900,0
B17,South,2028-04-23,,147779.0,241190.0,292340,0
B14,West,2028-04-24,69627.0,164891.0,240318.0,145054,0
B31,West,2028-04-25,373966.0,294797.0,324078.0,403247,0
B24,West,2028-04-26,272633.0,294472.0,239759.0,217920,0
B35,East,2028-04-27,495464.0,72376.0,750277.0,1173365,0
B44,North,2028-04-28,367942.0,117924.0,695926.0,945944,0
B45,West,2028-04-29,274440.0,,579179.0,784287,0
B34,North,2028-04-30,225188.0,433145.0,567375.0,359418,0
B3,East,2028-05-01,387462.0,86737.0,633855.0,934580,0
B37,West,2028-05-02,416330.0,433056.0,485626.0,468900,0
B43,East,2028-05-03,308191.0,,531356.0,710516,0
B40,East,2028-05-04,400046.0,223024.0,648477.0,825499,0
B26,North,2028-05-05,471773.0,323135.0,680533.0,829171,0
B23,West,2028-05-06,383478.0,67472.0,595252.0,911258,0
B44,East,2028-05-07,418863.0,99946.0,760102.0,1079019,0
B39,West,2028-05-08,173099.0,303685.0,610140.0,479554,0
B15,North,2028-05-09,259074.0,169237.0,591637.0,681474,0
B49,East,2028-05-10,223686.0,42765.0,260204.0,441125,0
B4,North,2028-05-11,324864.0,345218.0,757132.0,736778,0
B29,West,2028-05-12,369752.0,404939.0,448827.0,413640,0
B22,West,2028-05-13,157449.0,200355.0,,402350,0
B25,North,2028-05-14,152828.0,141387.0,,555528,0
B13,South,2028-05-15,176613.0,291116.0,221518.0,107015,0
B18,East,2028-05-16,122095.0,433985.0,610275.0,298385,0
B33,West,2028-05-17,155924.0,188878.0,747340.0,714386,0
B16,West,2028-05-18,146452.0,305116.0,794091.0,635427,0
B45,East,2028-05-19,137593.0,189328.0,271524.0,219789,0
B42,North,2028-05-20,216964.0,406047.0,718855.0,529772,0
B44,North,2028-05-21,419119.0,189725.0,791309.0,1020703,0
B2,North,2028-05-22,389386.0,143579.0,,727994,0
B35,South,2028-05-23,428185.0,79339.0,202419.0,551265,0
B42,South,2028-05-24,176202.0,405520.0,321831.0,92513,1
B34,West,2028-05-25,127606.0,344543.0,636700.0,419763,0
B30,North,2028-05-26,173769.0,346157.0,394941.0,222553,0
B13,East,2028-05-27,168542.0,447922.0,376282.0,96902,1
B13,West,2028-05-28,418582.0,67909.0,540641.0,891314,0
B18,East,2028-05-29,313068.0,228644.0,337559.0,421983,0
B32,West,2028-05-30,101322.0,197541.0,786400.0,690181,0
B32,South,2028-05-31,207550.0,172385.0,439040.0,474205,0
B35,West,2028-06-01,121042.0,441063.0,545182.0,225161,0
B39,South,2028-06-02,96418.0,181002.0,706805.0,622221,0
B46,West,2028-06-03,150699.0,43285.0,465161.0,572575,0
B29,North,2028-06-04,140140.0,425781.0,548405.0,262764,0
B49,East,2028-06-05,61781.0,75863.0,,377114,0
B29,North,2028-06-06,448731.0,187776.0,644165.0,905120,0
B44,West,2028-06-07,429502.0,171627.0,790608.0,1048483,0
B16,West,2028-06-08,348277.0,61323.0,435067.0,722021,0
B44,West,2028-06-09,147628.0,373112.0,596412.0,370928,0
B47,South,2028-06-10,126946.0,93915.0,537232.0,570263,0
B10,East,2028-06-11,135058.0,411687.0,380786.0,104157,0
B30,East,2028-06-12,452311.0,181691.0,494065.0,764685,0
B25,West,2028-06-13,201542.0,243462.0,265350.0,223430,0
B39,West,2028-06-14,355273.0,299990.0,381417.0,436700,0
B20,South,2028-06-15,320675.0,410644.0,440678.0,350709,0
B5,North,2028-06-16,349182.0,413410.0,543275.0,479047,0
B1,North,2028-06-17,400083.0,328883.0,222063.0,293263,0
B30,East,2028-06-18,92674.0,168041.0,664952.0,589585,0
B49,South,2028-06-19,177572.0,93019.0,541090.0,625643,0
B3,West,2028-06-20,275730.0,,377043.0,405547,0
B45,East,2028-06-21,341975.0,273169.0,334670.0,403476,0
B14,South,2028-06-22,107174.0,47373.0,210564.0,270365,0
B30,North,2028-06-23,323423.0,206353.0,716939.0,834009,0
B50,South,2028-06-24,481436.0,60187.0,511869.0,933118,0
B4,North,2028-06-25,372754.0,370007.0,305940.0,308687,0
B18,South,2028-06-26,495935.0,,786373.0,1144381,0
B37,East,2028-06-27,306008.0,278185.0,742150.0,769973,0
B25,North,2028-06-28,103051.0,386229.0,472409.0,189231,0
B48,East,2028-06-29,253085.0,157996.0,340777.0,435866,0
B1,East,2028-06-30,368796.0,79220.0,386351.0,675927,0
B46,North,2028-07-01,115524.0,432647.0,786759.0,469636,0
B15,North,2028-07-02,318614.0,47642.0,291080.0,562052,0
B9,West,2028-07-03,485014.0,119971.0,673050.0,1038093,0
B15,West,2028-07-04,365617.0,95556.0,656195.0,926256,0
B49,West,2028-07-05,463096.0,340336.0,517972.0,640732,0
B24,East,2028-07-06,281189.0,437597.0,691422.0,535014,0
B4,East,2028-07-07,94439.0,267655.0,579028.0,405812,0
B12,West,2028-07-08,326452.0,332926.0,770392.0,763918,0
B37,East,2028-07-09,141563.0,306926.0,765222.0,599859,0
B37,East,2028-07-10,277328.0,262489.0,730338.0,745177,0
B43,North,2028-07-11,347225.0,225784.0,679786.0,801227,0
B6,North,2028-07-12,256314.0,276836.0,470628.0,450106,0
B39,East,2028-07-13,493599.0,190534.0,524792.0,827857,0
B46,West,2028-07-14,59837.0,362174.0,,219752,0
B24,South,2028-07-15,285207.0,239591.0,,801227,0
B11,West,2028-07-16,495367.0,358555.0,286332.0,423144,0
B13,South,2028-07-17,168128.0,,680579.0,622429,0
B34,West,2028-07-18,217896.0,137469.0,455540.0,535967,0
B25,North,2028-07-19,214145.0,86950.0,454547.0,581742,0
B7,East,2028-07-20,424795.0,435739.0,510112.0,499168,0
B4,East,2028-07-21,147624.0,180749.0,471251.0,438126,0
B8,North,2028-07-22,469515.0,246900.0,714756.0,937371,0
B20,South,2028-07-23,239933.0,186161.0,780069.0,833841,0
B29,South,2028-07-24,,437797.0,466013.0,108279,0
B45,South,2028-07-25,119453.0,445123.0,,330241,0
B46,North,2028-07-26,304371.0,438825.0,653638.0,519184,0
B10,South,2028-07-27,152166.0,222225.0,732259.0,662200,0
B43,North,2028-07-28,64506.0,352683.0,487795.0,199618,0
B34,West,2028-07-29,275413.0,62936.0,519118.0,731595,0
B26,West,2028-07-30,163604.0,352326.0,694509.0,505787,0
B41,North,2028-07-31,76026.0,413403.0,223446.0,-113931,1
B49,East,2028-08-01,470888.0,270596.0,369180.0,569472,0
B3,West,2028-08-02,481633.0,135042.0,728111.0,1074702,0
B6,South,2028-08-03,364557.0,315307.0,344526.0,393776,0
B5,North,2028-08-04,305116.0,297758.0,405162.0,412520,0
B5,South,2028-08-05,377210.0,,267965.0,428046,0
B47,South,2028-08-06,240285.0,183609.0,666196.0,722872,0
B23,East,2028-08-07,100971.0,62419.0,472654.0,511206,0
B49,South,2028-08-08,470497.0,246063.0,637261.0,861695,0
B9,East,2028-08-09,163978.0,161211.0,665899.0,668666,0
B35,West,2028-08-10,209163.0,424906.0,,90192,1
B20,North,2028-08-11,362638.0,,701443.0,818410,0
B49,South,2028-08-12,153864.0,40834.0,453978.0,567008,0
B42,North,2028-08-13,461826.0,334358.0,,704392,0
B35,South,2028-08-14,444295.0,264006.0,,767977,0
B50,North,2028-08-15,145386.0,294870.0,716404.0,566920,0
B18,South,2028-08-16,489967.0,292358.0,537864.0,735473,0
B17,South,2028-08-17,136126.0,42413.0,222072.0,315785,0
B24,South,2028-08-18,498648.0,49505.0,281015.0,730158,0
B3,South,2028-08-19,212023.0,291753.0,425075.0,345345,0
B32,South,2028-08-20,130863.0,404946.0,272746.0,-1337,1
B35,South,2028-08-21,390435.0,173177.0,376774.0,594032,0
B38,South,2028-08-22,175659.0,239176.0,564404.0,500887,0
B13,South,2028-08-23,,,599273.0,409770,0
B47,South,2028-08-24,57235.0,154897.0,328259.0,230597,0
B25,North,2028-08-25,394877.0,98408.0,230916.0,527385,0
B9,East,2028-08-26,112712.0,208751.0,751556.0,655517,0
B4,South,2028-08-27,202545.0,156908.0,223259.0,268896,0
B14,East,2028-08-28,248639.0,285993.0,646799.0,609445,0
B37,South,2028-08-29,287890.0,270168.0,496437.0,514159,0
B34,South,2028-08-30,175849.0,119731.0,207043.0,263161,0
B11,North,2028-08-31,305493.0,367275.0,307009.0,245227,0
B41,West,2028-09-01,129823.0,366424.0,409137.0,172536,0
B3,West,2028-09-02,154215.0,317906.0,361940.0,198249,0
B28,North,2028-09-03,291071.0,157798.0,719466.0,852739,0
B29,East,2028-09-04,82230.0,156854.0,300804.0,226180,0
B9,West,2028-09-05,396717.0,277902.0,269000.0,387815,0
B3,North,2028-09-06,273660.0,360847.0,284179.0,196992,0
B25,North,2028-09-07,352788.0,103079.0,674706.0,924415,0
B34,West,2028-09-08,229736.0,61577.0,223880.0,392039,0
B12,East,2028-09-09,357347.0,303358.0,593471.0,647460,0
B42,North,2028-09-10,378821.0,388483.0,594718.0,585056,0
B9,South,2028-09-11,468641.0,350258.0,669054.0,787437,0
B15,East,2028-09-12,173246.0,365374.0,372438.0,180310,0
B40,East,2028-09-13,134817.0,204052.0,620641.0,551406,0
B25,West,2028-09-14,288657.0,107194.0,645544.0,827007,0
B5,West,2028-09-15,267033.0,152333.0,791684.0,906384,0
B11,South,2028-09-16,281414.0,77792.0,533838.0,737460,0
B34,North,2028-09-17,306812.0,85807.0,599022.0,820027,0
B24,West,2028-09-18,381950.0,427410.0,679490.0,634030,0
B15,West,2028-09-19,354958.0,176213.0,256731.0,435476,0
B38,East,2028-09-20,,144292.0,275010.0,250937,0
B8,West,2028-09-21,492862.0,162984.0,449091.0,778969,0
B5,West,2028-09-22,220956.0,53777.0,494743.0,661922,0
B48,West,2028-09-23,407489.0,78346.0,271326.0,600469,0
B26,West,2028-09-24,307134.0,356847.0,537850.0,488137,0
B18,East,2028-09-25,,,733292.0,1010547,0
B6,South,2028-09-26,381466.0,349963.0,701498.0,733001,0
B37,South,2028-09-27,71650.0,174917.0,315018.0,211751,0
B48,North,2028-09-28,406386.0,412330.0,644580.0,638636,0
B13,West,2028-09-29,452406.0,63290.0,750080.0,1139196,0
B28,East,2028-09-30,350340.0,414695.0,688968.0,624613,0
B5,North,2028-10-01,220521.0,215324.0,658128.0,663325,0
B13,North,2028-10-02,220733.0,400826.0,254645.0,74552,1
B17,South,2028-10-03,341853.0,174365.0,731520.0,899008,0
B50,East,2028-10-04,292037.0,420161.0,,543302,0
B40,East,2028-10-05,130428.0,159496.0,779054.0,749986,0
B45,East,2028-10-06,256251.0,,281588.0,178606,0
B32,South,2028-10-07,59943.0,449824.0,,-10267,1
B29,South,2028-10-08,224312.0,430857.0,730201.0,523656,0
B3,South,2028-10-09,488976.0,237345.0,313693.0,565324,0
B40,South,2028-10-10,71042.0,318763.0,210567.0,-37154,1
B34,South,2028-10-11,302842.0,118006.0,762667.0,947503,0
B40,West,2028-10-12,356038.0,286471.0,462463.0,532030,0
B27,West,2028-10-13,450085.0,258980.0,290005.0,481110,0
B13,East,2028-10-14,368903.0,316923.0,679336.0,731316,0
B45,North,2028-10-15,418117.0,265902.0,204791.0,357006,0
B33,East,2028-10-16,356450.0,,690488.0,723164,0
B6,North,2028-10-17,420513.0,407719.0,331401.0,344195,0
B24,South,2028-10-18,236443.0,155436.0,405459.0,486466,0
B19,North,2028-10-19,201990.0,183250.0,261032.0,279772,0
B16,East,2028-10-20,340523.0,324928.0,,761183,0
B40,East,2028-10-21,432811.0,194099.0,644161.0,882873,0
B28,North,2028-10-22,264304.0,414311.0,,629890,0
B33,West,2028-10-23,446178.0,107359.0,391634.0,730453,0
B48,South,2028-10-24,194923.0,243460.0,525259.0,476722,0
B41,South,2028-10-25,429770.0,380752.0,419162.0,468180,0
B13,East,2028-10-26,488963.0,317255.0,227676.0,399384,0
B43,West,2028-10-27,437324.0,203384.0,654926.0,888866,0
B45,North,2028-10-28,364493.0,300393.0,367995.0,432095,0
B25,South,2028-10-29,251904.0,326305.0,491946.0,417545,0
B42,West,2028-10-30,237428.0,421064.0,552475.0,368839,0
B36,South,2028-10-31,195817.0,406967.0,,444970,0
B27,West,2028-11-01,55730.0,427158.0,324786.0,-46642,1
B38,West,2028-11-02,457137.0,170466.0,792435.0,1079106,0
B7,East,2028-11-03,279502.0,,746363.0,656408,0
B5,South,2028-11-04,252210.0,221446.0,209304.0,240068,0
